gene_name,egg_seed_ortholog,egg_evalue,egg_score,eggNOG_OGs,egg_max_annot_lvl,egg_COG_category,egg_Description,egg_Preferred_name,egg_GOs,egg_EC,egg_KEGG_ko,egg_KEGG_Pathway,egg_KEGG_Module,egg_KEGG_Reaction,egg_KEGG_rclass,egg_BRITE,egg_KEGG_TC,egg_CAZy,egg_BiGG_Reaction,egg_PFAMs,KO_pass,KO,KO_thrshld,KO_score,KO_E-value,KO_definition,deepsig_feature,deepsig_start,deepsig_end,deepsig_sp_score,deepsig_sp_evidence,Length,species_name,is_tick,KO_high_score
Haemaphysalis-longicornis_KAH9379855.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K24469;K10809;K24468;K24706;K05146,1074.13;1194.1;1684.4;1747.33;154.17,37.7;34.4;32.0;28.1;18.5,4.5e-10;3.9e-09;4.5e-08;5.3e-07;0.0013,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1;thyroglobulin;signal peptide, CUB and EGF-like domain-containing protein 1/3;signal peptide, CUB and EGF-like domain-containing protein 2;tumor necrosis factor receptor superfamily member 9",Signal peptide,1,21,0.97,evidence=ECO:0000256,180,Haemaphysalis-longicornis,yes,37.7
Haemaphysalis-longicornis_KAH9380075.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K22030,325.1,9.6,0.44,leiomodin,Signal peptide,1,24,0.88,evidence=ECO:0000256,229,Haemaphysalis-longicornis,yes,9.6
Haemaphysalis-longicornis_KAH9380096.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K14452;K01052;K24215;K19406;K24210,598.43;138.67;650.33;669.03;629.2,76.6;74.9;67.2;67.1;49.9,2.3e-21;6.1e-21;1.5e-18;1.6e-18;2.7e-13,gastric triacylglycerol lipase [EC:3.1.1.3];lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13];lipase member K [EC:3.1.1.-];lipase-like abhydrolase domain-containing protein 3 [EC:3.1.1.-];lipase member N [EC:3.1.1.-],Signal peptide,1,23,0.81,evidence=ECO:0000256,140,Haemaphysalis-longicornis,yes,76.6
Haemaphysalis-longicornis_KAH9380111.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K05643;K12222,1718.63;51.03,41.3;15.9,4.6e-11;0.014,"ATP-binding cassette, subfamily A (ABC1), member 3;intracellular multiplication protein IcmT",Signal peptide,1,21,0.78,evidence=ECO:0000256,200,Haemaphysalis-longicornis,yes,41.3
Haemaphysalis-longicornis_KAH9380149.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K24461,333.07,12.0,0.085,protein delta homolog 1,Signal peptide,1,16,0.99,evidence=ECO:0000256,215,Haemaphysalis-longicornis,yes,12.0
Haemaphysalis-longicornis_KAH9380205.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K06754;K22655;K06499;K06449;K06826,1248.33;1161.67;204.33;133.23;284.5,17.7;13.7;12.6;11.4;11.2,0.00092;0.014;0.038;0.16;0.06,"roundabout, axon guidance receptor 2;immunoglobulin superfamily member 9;carcinoembryonic antigen-related cell adhesion molecule;T-cell surface glycoprotein CD2;nidogen (entactin)",Signal peptide,1,16,1.0,evidence=ECO:0000256,298,Haemaphysalis-longicornis,yes,17.7
Haemaphysalis-longicornis_KAH9380221.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K07855;K17198;K07854;K07837;K07832,243.73;221.43;226.17;370.0;376.83,36.7;29.6;26.9;26.4;26.1,3.2e-09;4.9e-07;3.8e-06;5.1e-06;6.2e-06,Ras-related and estrogen-regulated growth inhibitor;Ras-related and estrogen-regulated growth inhibitor-like protein;Ras-like protein family member 12;Ras-related protein Rap-2A;Ras-like without CAAX 1,Signal peptide,1,17,0.77,evidence=ECO:0000256,93,Haemaphysalis-longicornis,yes,36.7
Haemaphysalis-longicornis_KAH9380229.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K09191;K09221;K09229;K26101;K09214,154.57;449.57;539.83;787.0;244.37,104.2;99.9;97.2;96.4;96.1,1.3e-29;2.8000000000000002e-28;1.2e-27;2.4e-27;4.7e-27,general transcription factor IIIA;myeloid zinc finger protein 1;KRAB and SCAN domains-containing zinc finger protein;zinc finger protein 16;glass,Signal peptide,1,18,0.99,evidence=ECO:0000256,121,Haemaphysalis-longicornis,yes,104.2
Haemaphysalis-longicornis_KAH9380230.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K09191;K09221;K09230;K09229;K26101,154.57;449.57;467.1;539.83;787.0,110.8;105.7;104.6;104.3;102.3,1.3e-31;4.9000000000000004e-30;6.1000000000000005e-30;8.700000000000001e-30;4.0000000000000003e-29,general transcription factor IIIA;myeloid zinc finger protein 1;SCAN domain-containing zinc finger protein;KRAB and SCAN domains-containing zinc finger protein;zinc finger protein 16,Signal peptide,1,18,0.99,evidence=ECO:0000256,119,Haemaphysalis-longicornis,yes,110.8
Haemaphysalis-longicornis_KAH9380234.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.86,evidence=ECO:0000256,205,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9380314.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,27,1.0,evidence=ECO:0000256,191,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9380361.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K24427;K20467,265.57;69.33,30.8;11.6,1.2e-07;0.25,spondin-1;heme-binding protein,Signal peptide,1,33,0.82,evidence=ECO:0000256,129,Haemaphysalis-longicornis,yes,30.8
Haemaphysalis-longicornis_KAH9380410.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,0.79,evidence=ECO:0000256,142,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9380528.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K17524;K17523,607.9;596.3,26.7;17.7,3.3e-06;0.0014,chitinase 3-like 3/4;chitinase-3-like protein 1/2,Signal peptide,1,30,0.82,evidence=ECO:0000256,217,Haemaphysalis-longicornis,yes,26.7
Haemaphysalis-longicornis_KAH9380551.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K09453;K18040;K25740;K23804;K10955,325.93;610.73;581.87;816.9;2977.13,6.4;5.0;1.5;1.5;-0.3,2.4;4.7;60.0;57.0;48.0,snRNA-activating protein complex subunit 4;tyrosine-protein phosphatase non-receptor type 23 [EC:3.1.3.48];soluble scavenger receptor cysteine-rich domain-containing protein SSC5D;GON-4-like protein;mucin-2,Signal peptide,1,21,0.87,evidence=ECO:0000256,508,Haemaphysalis-longicornis,yes,6.4
Haemaphysalis-longicornis_KAH9380553.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,28,0.99,evidence=ECO:0000256,149,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9380647.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K16910;K19599;K05695;K06766;K19636,968.57;409.03;2874.93;1619.77;1155.23,51.7;49.7;36.5;35.7;32.2,2.7e-14;1.9e-13;1.6e-09;2.9e-09;8.3e-09,receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];cytokine receptor domeless;receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48];neogenin;usherin,Signal peptide,1,23,0.97,evidence=ECO:0000256,414,Haemaphysalis-longicornis,yes,51.7
Haemaphysalis-longicornis_KAH9380699.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K03197,56.83,14.3,0.035,type IV secretion system protein VirB2,Signal peptide,1,30,0.88,evidence=ECO:0000256,264,Haemaphysalis-longicornis,yes,14.3
Haemaphysalis-longicornis_KAH9380827.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,0.97,evidence=ECO:0000256,214,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9380911.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,36,0.9,evidence=ECO:0000256,217,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9380928.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,0.99,evidence=ECO:0000256,148,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9381227.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K01415;K08635;K08636;K01389;K09610,957.5;943.53;767.27;981.8;748.47,126.7;125.6;123.0;114.3;113.7,8.9e-37;3.1e-36;1.6999999999999999e-35;7.2e-33;9.900000000000001e-33,endothelin-converting enzyme [EC:3.4.24.71];neprilysin [EC:3.4.24.11];phosphate-regulating neutral endopeptidase [EC:3.4.24.-];neprilysin [EC:3.4.24.11];endothelin-converting enzyme-like 1 [EC:3.4.24.-],Signal peptide,1,23,0.94,evidence=ECO:0000256,487,Haemaphysalis-longicornis,yes,126.7
Haemaphysalis-longicornis_KAH9381429.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K05027;K05030;K05028,1220.17;154.13;1151.03,18.8;16.1;13.3,0.00037;0.0022;0.017,calcium-activated chloride channel regulator 1;calcium-activated chloride channel regulator 3/4;calcium-activated chloride channel regulator 2,Signal peptide,1,26,0.97,evidence=ECO:0000256,140,Haemaphysalis-longicornis,yes,18.8
Haemaphysalis-longicornis_KAH9381640.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,33,0.73,evidence=ECO:0000256,109,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9381675.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K22733,60.47,11.3,0.12,magnesium transporter,Signal peptide,1,21,0.91,evidence=ECO:0000256,88,Haemaphysalis-longicornis,yes,11.3
Haemaphysalis-longicornis_KAH9381682.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K04595,629.83,4.4,14.0,adhesion G protein-coupled receptor L4,Signal peptide,1,23,0.99,evidence=ECO:0000256,707,Haemaphysalis-longicornis,yes,4.4
Haemaphysalis-longicornis_KAH9381685.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K05206;K05207;K05313;K05198;K05197,829.57;895.33;790.27;1285.17;1378.53,44.5;24.9;18.2;14.6;12.8,8.5e-12;8.2e-06;0.0008;0.011;0.032,"glutamate receptor delta-1 subunit;glutamate receptor delta-2 subunit;glutamate receptor, ionotropic, invertebrate;glutamate receptor 2;glutamate receptor 1",Signal peptide,1,24,0.91,evidence=ECO:0000256,633,Haemaphysalis-longicornis,yes,44.5
Haemaphysalis-longicornis_KAH9381800.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K24766,296.57,11.0,0.12,ubiquitination network signaling protein AcrB,Signal peptide,1,26,0.91,evidence=ECO:0000256,101,Haemaphysalis-longicornis,yes,11.0
Haemaphysalis-longicornis_KAH9381949.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K05171;K06089;K24496;K06826;K20051,480.77;320.17;390.1;284.5;1121.47,12.7;11.7;10.3;9.1;8.5,0.037;0.13;0.14;0.25;0.37,interleukin 1 receptor-like 1;junctional adhesion molecule 1;nephron;nidogen (entactin);low-density lipoprotein receptor-related protein 4,Signal peptide,1,19,0.99,evidence=ECO:0000256,510,Haemaphysalis-longicornis,yes,12.7
Haemaphysalis-longicornis_KAH9381961.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan,K04858;K04859;K04860;K04861,1511.23;1568.17;1362.0;1685.8,34.3;26.3;18.1;14.4,8.8e-09;1.9e-06;0.00059;0.0071,voltage-dependent calcium channel alpha-2/delta-1;voltage-dependent calcium channel alpha-2/delta-2;voltage-dependent calcium channel alpha-2/delta-3;voltage-dependent calcium channel alpha-2/delta-4,Signal peptide,1,22,0.8,evidence=ECO:0000256,104,Haemaphysalis-longicornis,yes,34.3
Haemaphysalis-longicornis_KAH9382039.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,24,0.76,evidence=ECO:0000256,170,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9382164.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K16358;K25431;K13023;K07523;K06248,994.53;270.7;398.7;356.5;430.43,105.1;102.9;102.6;99.8;96.3,3.6e-30;1.7e-29;2.1e-29;1.4000000000000001e-28;1.5e-27,leucine-rich repeat and fibronectin type-III domain-containing protein 5;leucine-rich alpha-2-glycoprotein;carboxypeptidase N regulatory subunit;netrin-G1 ligand;chondroadherin,Signal peptide,1,18,1.0,evidence=ECO:0000256,355,Haemaphysalis-longicornis,yes,105.1
Haemaphysalis-longicornis_KAH9382191.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,1.0,evidence=ECO:0000256,426,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9382283.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan,K19970;K11751;K08693;K01119,619.03;419.33;772.9;359.83,53.0;31.3;16.5;11.1,2.2e-14;1e-07;0.0021;0.13,"5'-nucleotidase [EC:3.1.3.5];5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45];2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5];2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]",Signal peptide,1,35,0.81,evidence=ECO:0000256,111,Haemaphysalis-longicornis,yes,53.0
Haemaphysalis-longicornis_KAH9382439.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K18481;K07156,45.73;58.83,13.9;12.4,0.049;0.13,Mce-associated membrane protein;copper resistance protein C,Signal peptide,1,17,0.95,evidence=ECO:0000256,177,Haemaphysalis-longicornis,yes,13.9
Haemaphysalis-longicornis_KAH9382492.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,25,0.83,evidence=ECO:0000256,191,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9382558.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K01904;K10526;K01897;K00666;K12507,552.7;715.0;441.23;571.5;601.2,66.9;49.4;46.3;44.0;40.7,1.5e-18;2.9e-13;2.8e-12;1.3e-11;1.5e-10,4-coumarate--CoA ligase [EC:6.2.1.12];OPC-8:0 CoA ligase 1 [EC:6.2.1.-];long-chain acyl-CoA synthetase [EC:6.2.1.3];fatty-acyl-CoA synthase [EC:6.2.1.-];acyl-CoA synthetase [EC:6.2.1.-],Signal peptide,1,21,0.73,evidence=ECO:0000256,72,Haemaphysalis-longicornis,yes,66.9
Haemaphysalis-longicornis_KAH9382750.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K09855;K03529;K16780;K25816;K19171,115.17;556.13;58.17;822.93;187.2,20.1;15.7;15.2;15.1;15.0,0.00035;0.003;0.018;0.0055;0.0085,Ras association domain-containing protein 7/8;chromosome segregation protein;sjoegren syndrome nuclear autoantigen 1;cell cycle and apoptosis regulator protein 2;DNA sulfur modification protein DndD,Signal peptide,1,18,1.0,evidence=ECO:0000256,423,Haemaphysalis-longicornis,yes,20.1
Haemaphysalis-longicornis_KAH9383002.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K06505;K10809;K24354;K06826;K08136,107.93;1194.1;120.77;284.5;148.17,26.1;25.1;23.1;22.7;19.4,6.2e-06;2.5e-06;3.7e-05;2e-05;0.00066,CD74 antigen;thyroglobulin;SPARC-related modular calcium-binding protein;nidogen (entactin);testican,Signal peptide,1,20,1.0,evidence=ECO:0000256,100,Haemaphysalis-longicornis,yes,26.1
Haemaphysalis-longicornis_KAH9383013.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,0.81,evidence=ECO:0000256,199,Haemaphysalis-longicornis,yes,0.0
Haemaphysalis-longicornis_KAH9383188.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K06836,914.03,14.3,0.011,disintegrin and metalloproteinase domain-containing protein 15 [EC:3.4.24.-],Signal peptide,1,29,0.81,evidence=ECO:0000256,84,Haemaphysalis-longicornis,yes,14.3
Haemaphysalis-longicornis_KAH9383211.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K22289,129.63,9.8,0.48,angiopoietin-like 8,Signal peptide,1,19,0.99,evidence=ECO:0000256,284,Haemaphysalis-longicornis,yes,9.8
Haemaphysalis-longicornis_KAH9383536.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K22023;K22018;K16664;K22019;K06261,1179.53;543.27;52.87;104.2;246.3,26.0;23.6;17.3;16.8;15.8,9.8e-07;4.9e-06;0.0033;0.0038;0.004,mucin-6/19;mucin-3/12/17;endomucin;mucin-15;platelet glycoprotein Ib alpha chain,Signal peptide,1,18,0.96,evidence=ECO:0000256,810,Haemaphysalis-longicornis,yes,26.0
Haemaphysalis-longicornis_KAH9383548.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K26107;K05746,325.37;395.03,15.5;0.1,0.0073;520.0,fibroblast growth factor receptor-like 1;enabled,Signal peptide,1,26,1.0,evidence=ECO:0000256,256,Haemaphysalis-longicornis,yes,15.5
Haemaphysalis-longicornis_KAH9383704.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K01389;K01415;K08636;K08635;K09610,981.8;957.5;767.27;943.53;748.47,167.0;138.6;134.8;103.6;98.9,8.599999999999999e-49;2.4e-40;4.4e-39;1.3e-29;2.9e-28,neprilysin [EC:3.4.24.11];endothelin-converting enzyme [EC:3.4.24.71];phosphate-regulating neutral endopeptidase [EC:3.4.24.-];neprilysin [EC:3.4.24.11];endothelin-converting enzyme-like 1 [EC:3.4.24.-],Signal peptide,1,23,0.84,evidence=ECO:0000256,626,Haemaphysalis-longicornis,yes,167.0
Haemaphysalis-longicornis_KAH9383915.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan,K06528;K06501;K06562;K03662,197.73;266.77;244.8;81.67,104.1;60.6;34.4;27.0,1.3e-29;2e-16;1.7e-08;2.6e-06,lysosomal-associated membrane protein 1/2;CD68 antigen;lysosomal-associated membrane protein 3;V-type H+-transporting ATPase S1 subunit,Signal peptide,1,18,0.98,evidence=ECO:0000256,308,Haemaphysalis-longicornis,yes,104.1
Haemaphysalis-longicornis_KAH9383920.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K01389;K01415;K09610;K08635;K08636,981.8;957.5;748.47;943.53;767.27,263.4;224.7;220.5;184.0;142.5,6.1e-78;2.5e-66;5.3e-65;6.9e-54;2.0999999999999999e-41,neprilysin [EC:3.4.24.11];endothelin-converting enzyme [EC:3.4.24.71];endothelin-converting enzyme-like 1 [EC:3.4.24.-];neprilysin [EC:3.4.24.11];phosphate-regulating neutral endopeptidase [EC:3.4.24.-],Signal peptide,1,16,1.0,evidence=ECO:0000256,664,Haemaphysalis-longicornis,yes,263.4
Haemaphysalis-longicornis_KAH9384070.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K01389;K08636;K01415;K09610;K08635,981.8;767.27;957.5;748.47;943.53,85.8;51.6;51.1;49.8;49.0,2.9e-24;6.5e-14;5.7e-14;2.1e-13;4e-13,neprilysin [EC:3.4.24.11];phosphate-regulating neutral endopeptidase [EC:3.4.24.-];endothelin-converting enzyme [EC:3.4.24.71];endothelin-converting enzyme-like 1 [EC:3.4.24.-];neprilysin [EC:3.4.24.11],Signal peptide,1,18,0.97,evidence=ECO:0000256,443,Haemaphysalis-longicornis,yes,85.8
