gene_name,egg_seed_ortholog,egg_evalue,egg_score,eggNOG_OGs,egg_max_annot_lvl,egg_COG_category,egg_Description,egg_Preferred_name,egg_GOs,egg_EC,egg_KEGG_ko,egg_KEGG_Pathway,egg_KEGG_Module,egg_KEGG_Reaction,egg_KEGG_rclass,egg_BRITE,egg_KEGG_TC,egg_CAZy,egg_BiGG_Reaction,egg_PFAMs,KO_pass,KO,KO_thrshld,KO_score,KO_E-value,KO_definition,deepsig_feature,deepsig_start,deepsig_end,deepsig_sp_score,deepsig_sp_evidence,Length,species_name,is_tick,KO_high_score
Amblyomma-sculptum_GEEX01002524.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K02981;K14563;K13199;K12623;K17446,239.87;307.20;227.20;82.50;1603.23,16.8;16.2;10.9;10.9;9.3,0.002;0.0028;0.13;0.18;0.13,small subunit ribosomal protein S2e;rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-];plasminogen activator inhibitor 1 RNA-binding protein;U6 snRNA-associated Sm-like protein LSm4;insulin receptor substrate 4,Signal peptide,1,19,1.0,evidence=ECO:0000256,219,Amblyomma-sculptum,yes,16.8
Amblyomma-americanum_evm.model.contig-183263-1.1,7159.AAEL012267-PA,1.22e-44,185.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38DGN@33154|Opisthokonta,3BCF2@33208|Metazoa,3CTZZ@33213|Bilateria,41VIF@6656|Arthropoda,3SHW0@50557|Insecta,452DP@7147|Diptera,45BAM@7148|Nematocera",7148|Nematocera,O,A-macroglobulin receptor,-,-,-,-,-,-,-,-,-,-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep",nan;nan;nan;nan;nan,K06530;K23593;K03910;K03989;K03990,1135.07;1192.6;2438.63;1500.83;1528.97,524.5;257.0;205.8;181.4;169.1,9.3e-157;4.2e-76;9.2e-61;2.2999999999999997e-53;1.4e-49,CD109 antigen;alpha-2-macroglobulin-like protein;alpha-2-macroglobulin;complement component 4;complement component 3,Signal peptide,1,20,0.97,evidence=ECO:0000256,1058,Amblyomma-americanum,yes,524.5
Amblyomma-americanum_evm.model.contig-95817-1.1,181119.XP_005533604.1,6.88e-108,378.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38EBJ@33154|Opisthokonta,3BBY3@33208|Metazoa,3CYVE@33213|Bilateria,480FU@7711|Chordata,49297@7742|Vertebrata,4GQ9P@8782|Aves",8782|Aves,O,Complement C3,C3,-,-,ko:K03990,"ko04145,ko04610,ko05133,ko05134,ko05140,ko05142,ko05150,ko05152,ko05167,ko05168,ko05203,ko05322,map04145,map04610,map05133,map05134,map05140,map05142,map05150,map05152,map05167,map05168,map05203,map05322",-,-,-,"ko00000,ko00001,ko04131,ko04147,ko04516",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,ANATO,NTR,Thiol-ester_cl",nan;nan;nan;nan;nan,K03989;K03990;K06530;K23593;K03994,1500.83;1528.97;1135.07;1192.60;1309.00,751.8;739.9;633.4;507.8;478.6,2e-225;9e-222;1.3e-189;9.6e-152;6.3e-143,complement component 4;complement component 3;CD109 antigen;alpha-2-macroglobulin-like protein;complement component 5,Chain,1,1033,.,evidence=ECO:0000256,1033,Amblyomma-americanum,yes,751.8
Amblyomma-americanum_evm.model.contig-88740-1.1,7668.SPU_005193-tr,1.12e-41,167.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38DGN@33154|Opisthokonta,3BCF2@33208|Metazoa,3CTZZ@33213|Bilateria",33213|Bilateria,O,endopeptidase inhibitor activity,CPAMD8,"GO:0001654,GO:0007275,GO:0007423,GO:0008150,GO:0032501,GO:0032502,GO:0048513,GO:0048731,GO:0048856",-,-,-,-,-,-,-,-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Kazal_2,Methyltransf_FA,Thiol-ester_cl",nan;nan;nan;nan;nan,K03990;K03989;K06530;K23593;K03994,1528.97;1500.83;1135.07;1192.60;1309.00,289.7;285.0;239.8;213.8;175.3,5.8e-86;1.3e-84;7.3e-71;4.5e-63;2e-51,complement component 3;complement component 4;CD109 antigen;alpha-2-macroglobulin-like protein;complement component 5,Chain,1,473,.,evidence=ECO:0000256,473,Amblyomma-americanum,yes,289.7
Amblyomma-americanum_evm.model.contig-26959-1.1,126957.SMAR002371-PA,6.59e-170,532.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38DGN@33154|Opisthokonta,3BCF2@33208|Metazoa,3CTZZ@33213|Bilateria,41VIF@6656|Arthropoda",6656|Arthropoda,O,endopeptidase inhibitor activity,-,-,-,-,-,-,-,-,-,-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K06530;K23593;K03990;K03989;K03910,1135.07;1192.6;1528.97;1500.83;2438.63,351.7;213.7;162.8;161.2;157.6,1.2e-104;4.9e-63;1.0999999999999999e-47;2.9e-47;3.2999999999999997e-46,CD109 antigen;alpha-2-macroglobulin-like protein;complement component 3;complement component 4;alpha-2-macroglobulin,Chain,1,635,.,evidence=ECO:0000256,635,Amblyomma-americanum,yes,351.7
Amblyomma-americanum_evm.model.contig-223294-1.1,52644.XP_010573671.1,1.7600000000000002e-148,478.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38DGN@33154|Opisthokonta,3BCF2@33208|Metazoa,3CTZZ@33213|Bilateria,480CR@7711|Chordata,48V4X@7742|Vertebrata,4GUJD@8782|Aves",8782|Aves,O,Alpha-2-Macroglobulin,A2M,-,-,ko:K03910,"ko04610,map04610",-,-,-,"ko00000,ko00001,ko04131,ko04147",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K23593;K23589;K06530;K03910;K03990,1192.6;2514.13;1135.07;2438.63;1528.97,865.2;810.4;740.8;723.9;434.8,1.4e-259;3.8e-243;5.2e-222;4.4e-217;1e-129,alpha-2-macroglobulin-like protein;pregnancy zone protein;CD109 antigen;alpha-2-macroglobulin;complement component 3,Chain,1,766,.,evidence=ECO:0000256,766,Amblyomma-americanum,yes,865.2
Amblyomma-americanum_evm.model.contig-148744-1.1,7425.NV16674-PA,1.35e-16,89.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38DGN@33154|Opisthokonta,3BCF2@33208|Metazoa,3CTZZ@33213|Bilateria,41X4D@6656|Arthropoda,3SK24@50557|Insecta,46DS1@7399|Hymenoptera",7399|Hymenoptera,O,A-macroglobulin receptor,-,-,-,ko:K03910,"ko04610,map04610",-,-,-,"ko00000,ko00001,ko04131,ko04147",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K03990;K06530;K03989;K23593;K23589,1528.97;1135.07;1500.83;1192.6;2514.13,152.4;143.9;119.1;97.1;69.4,1.5e-44;6.2e-42;1.4e-34;7.200000000000001e-28;1.4e-19,complement component 3;CD109 antigen;complement component 4;alpha-2-macroglobulin-like protein;pregnancy zone protein,Chain,1,316,.,evidence=ECO:0000256,316,Amblyomma-americanum,yes,152.4
Amblyomma-americanum_evm.model.contig-22876-1.1,7213.XP_004534421.1,6.060000000000001e-21,99.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38DGN@33154|Opisthokonta,3BCF2@33208|Metazoa,3CTZZ@33213|Bilateria,41UV6@6656|Arthropoda,3SI6H@50557|Insecta,450W9@7147|Diptera",7147|Diptera,O,endopeptidase inhibitor activity,Tep4,"GO:0005575,GO:0005576,GO:0005615,GO:0008150,GO:0009605,GO:0009607,GO:0009620,GO:0043207,GO:0044421,GO:0050896,GO:0051704,GO:0051707",-,ko:K06530,-,-,-,-,"ko00000,ko04090",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K03989;K06530;K23593;K03910;K03990,1500.83;1135.07;1192.6;2438.63;1528.97,155.8;145.9;135.4;128.1;122.3,1.3e-45;1.5e-42;2.0000000000000002e-39;2.7e-37;1.7999999999999998e-35,complement component 4;CD109 antigen;alpha-2-macroglobulin-like protein;alpha-2-macroglobulin;complement component 3,Chain,1,226,.,evidence=ECO:0000256,226,Amblyomma-americanum,yes,155.8
Amblyomma-americanum_evm.model.contig-22878-1.1,13616.ENSMODP00000039339,3.34e-19,94.4,"COG2373@1|root,KOG1366@2759|Eukaryota,38EBJ@33154|Opisthokonta,3BBY3@33208|Metazoa,3CRK1@33213|Bilateria,486ZS@7711|Chordata,4967Q@7742|Vertebrata,3J30A@40674|Mammalia,4K2Z2@9263|Metatheria",9263|Metatheria,O,Complement component 5,C5,-,-,ko:K03994,"ko04610,ko05020,ko05133,ko05150,ko05168,ko05322,map04610,map05020,map05133,map05150,map05168,map05322",-,-,-,"ko00000,ko00001",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,ANATO,NTR",nan;nan;nan;nan;nan,K03989;K03990;K06530;K03994;K23593,1500.83;1528.97;1135.07;1309.0;1192.6,180.5;170.1;128.3;118.5;100.5,4.3e-53;7.1e-50;3.1e-37;2.6e-34;6.7e-29,complement component 4;complement component 3;CD109 antigen;complement component 5;alpha-2-macroglobulin-like protein,Chain,1,238,.,evidence=ECO:0000256,238,Amblyomma-americanum,yes,180.5
Amblyomma-americanum_evm.model.contig-42740-1.1,9646.ENSAMEP00000007675,1.23e-15,84.0,"COG2373@1|root,KOG1366@2759|Eukaryota,38EBJ@33154|Opisthokonta,3BBY3@33208|Metazoa,3CYVE@33213|Bilateria,480FU@7711|Chordata,49297@7742|Vertebrata,3J5VC@40674|Mammalia,3ESYN@33554|Carnivora",33554|Carnivora,O,complement,C3,-,-,ko:K03990,"ko04145,ko04610,ko05133,ko05134,ko05140,ko05142,ko05150,ko05152,ko05167,ko05168,ko05203,ko05322,map04145,map04610,map05133,map05134,map05140,map05142,map05150,map05152,map05167,map05168,map05203,map05322",-,-,-,"ko00000,ko00001,ko04131,ko04147,ko04516",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,ANATO,NTR,Thiol-ester_cl",nan;nan;nan;nan;nan,K03990;K03989;K06530;K03994;K23593,1528.97;1500.83;1135.07;1309.0;1192.6,110.7;97.3;66.1;55.1;44.9,5.8e-32;5.6000000000000005e-28;1.8e-18;3.6e-15;4e-12,complement component 3;complement component 4;CD109 antigen;complement component 5;alpha-2-macroglobulin-like protein,Chain,1,238,.,evidence=ECO:0000256,238,Amblyomma-americanum,yes,110.7
Amblyomma-americanum_evm.model.contig-42745-1.1,52644.XP_010560493.1,9.7e-12,72.8,"COG2373@1|root,KOG1366@2759|Eukaryota,38DGN@33154|Opisthokonta,3BCF2@33208|Metazoa,3CTZZ@33213|Bilateria,483SS@7711|Chordata,48YT2@7742|Vertebrata,4GM0W@8782|Aves",8782|Aves,O,"C3 and PZP-like, alpha-2-macroglobulin",CPAMD8,-,-,-,-,-,-,-,-,-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Kazal_2,Methyltransf_FA,Thiol-ester_cl",nan;nan;nan;nan;nan,K03989;K03990;K06530;K23593;K03910,1500.83;1528.97;1135.07;1192.6;2438.63,120.5;110.7;100.7;92.5;66.5,5.299999999999999e-35;6e-32;6.399999999999999e-29;1.8e-26;9.9e-19,complement component 4;complement component 3;CD109 antigen;alpha-2-macroglobulin-like protein;alpha-2-macroglobulin,Chain,1,247,.,evidence=ECO:0000256,247,Amblyomma-americanum,yes,120.5
Amblyomma-americanum_evm.model.contig-42746-1.1,32264.tetur04g03640.1,1.8e-09,66.6,"COG2373@1|root,KOG1366@2759|Eukaryota",2759|Eukaryota,J,endopeptidase inhibitor activity,-,-,-,"ko:K03990,ko:K06530","ko04145,ko04610,ko05133,ko05134,ko05140,ko05142,ko05150,ko05152,ko05167,ko05168,ko05203,ko05322,map04145,map04610,map05133,map05134,map05140,map05142,map05150,map05152,map05167,map05168,map05203,map05322",-,-,-,"ko00000,ko00001,ko04090,ko04131,ko04147,ko04516",-,-,-,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Thiol-ester_cl",nan;nan;nan;nan;nan,K03989;K06530;K23593;K03990;K03910,1500.83;1135.07;1192.6;1528.97;2438.63,129.3;128.4;110.1;109.9;92.9,1.3000000000000001e-37;2.9e-37;8.7e-32;1e-31;1.1e-26,complement component 4;CD109 antigen;alpha-2-macroglobulin-like protein;complement component 3;alpha-2-macroglobulin,Chain,1,347,.,evidence=ECO:0000256,347,Amblyomma-americanum,yes,129.3
Amblyomma-sculptum_GEEX01001001.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23580;K24197;K25568;K08784;K08785,293.90;280.77;267.63;745.17;701.13,27.5;21.3;21.1;20.9;19.8,1.6e-06;9.2e-05;8.9e-05;0.0001;0.00017,insulin-like growth factor-binding protein 7;insulin-like growth factor-binding protein-like 1;Kazal-type serine protease inhibitor domain-containing protein 1;HtrA serine peptidase 1 [EC:3.4.21.-];HtrA serine peptidase 3 [EC:3.4.21.-],Signal peptide,1,20,1.0,evidence=ECO:0000256,100,Amblyomma-sculptum,yes,27.5
Amblyomma-sculptum_GEEX01001648.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K25568;K08785;K24197;K08784;K23580,267.63;701.13;280.77;745.17;293.90,35.1;31.3;29.9;29.8;24.5,5.2e-09;5.6e-08;2.2e-07;2e-07;1.4e-05,Kazal-type serine protease inhibitor domain-containing protein 1;HtrA serine peptidase 3 [EC:3.4.21.-];insulin-like growth factor-binding protein-like 1;HtrA serine peptidase 1 [EC:3.4.21.-];insulin-like growth factor-binding protein 7,Signal peptide,1,20,1.0,evidence=ECO:0000256,108,Amblyomma-sculptum,yes,35.1
Amblyomma-sculptum_GEEX01003118.1.p1,32264.tetur34g00590.1,1.21e-67,216.0,"28YWA@1|root,2R5QG@2759|Eukaryota,39MCF@33154|Opisthokonta,3BB13@33208|Metazoa,3E53A@33213|Bilateria,41ZGW@6656|Arthropoda",6656|Arthropoda,S,Kazal-type serine protease inhibitor domain,-,-,-,-,-,-,-,-,-,-,-,-,"I-set,IGFBP,Kazal_2",*;nan;nan;nan;nan,K25568;K23580;K24197;K08785;K08784,267.63;293.90;280.77;701.13;745.17,296.8;171.4;149.2;65.7;65.6,1.9e-88;2.6e-50;9.7e-44;2.1e-18;2.8e-18,Kazal-type serine protease inhibitor domain-containing protein 1;insulin-like growth factor-binding protein 7;insulin-like growth factor-binding protein-like 1;HtrA serine peptidase 3 [EC:3.4.21.-];HtrA serine peptidase 1 [EC:3.4.21.-],Signal peptide,1,24,1.0,evidence=ECO:0000256,250,Amblyomma-sculptum,yes,296.8
Amblyomma-sculptum_GEEX01004894.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23580;K08785;K08784;K08786;K25568,293.9;701.13;745.17;728.17;267.63,33.1;31.5;24.4;23.8;22.5,3.1e-08;4.7e-08;8.9e-06;1e-05;3.4e-05,insulin-like growth factor-binding protein 7;HtrA serine peptidase 3 [EC:3.4.21.-];HtrA serine peptidase 1 [EC:3.4.21.-];HtrA serine peptidase 4 [EC:3.4.21.-];Kazal-type serine protease inhibitor domain-containing protein 1,Signal peptide,1,20,1.0,evidence=ECO:0000256,109,Amblyomma-sculptum,yes,33.1
Amblyomma-sculptum_GEEX01009219.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23580;K25568;K08785;K08784;K24197,293.9;267.63;701.13;745.17;280.77,30.9;23.3;21.0;18.1;16.7,1.4e-07;1.9e-05;7.2e-05;0.00069;0.0023,insulin-like growth factor-binding protein 7;Kazal-type serine protease inhibitor domain-containing protein 1;HtrA serine peptidase 3 [EC:3.4.21.-];HtrA serine peptidase 1 [EC:3.4.21.-];insulin-like growth factor-binding protein-like 1,Signal peptide,1,21,1.0,evidence=ECO:0000256,100,Amblyomma-sculptum,yes,30.9
Amblyomma-sculptum_GEEX01009991.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23580;K08784;K23575;K25568;K08785,293.9;745.17;246.3;267.63;701.13,22.4;16.2;16.1;15.2;13.7,5.7e-05;0.0026;0.0031;0.0054;0.012,insulin-like growth factor-binding protein 7;HtrA serine peptidase 1 [EC:3.4.21.-];insulin-like growth factor-binding protein 2;Kazal-type serine protease inhibitor domain-containing protein 1;HtrA serine peptidase 3 [EC:3.4.21.-],Signal peptide,1,19,1.0,evidence=ECO:0000256,111,Amblyomma-sculptum,yes,22.4
Amblyomma-sculptum_GEEX01014046.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K24518;K23580;K25568;K08784;K17223,134.33;293.9;267.63;745.17;78.9,30.3;24.7;21.3;16.3;11.0,8e-08;1.2e-05;7.5e-05;0.0025;0.14,cysteine-rich motor neuron 1 protein;insulin-like growth factor-binding protein 7;Kazal-type serine protease inhibitor domain-containing protein 1;HtrA serine peptidase 1 [EC:3.4.21.-];L-cysteine S-thiosulfotransferase [EC:2.8.5.2],Signal peptide,1,37,0.74,evidence=ECO:0000256,137,Amblyomma-sculptum,yes,30.3
Amblyomma-sculptum_GEEX01002709.1.p1,215358.XP_010749852.1,3.5400000000000006e-21,100.0,"KOG3649@1|root,KOG3649@2759|Eukaryota,38D9V@33154|Opisthokonta,3BEU2@33208|Metazoa,3CZNK@33213|Bilateria,48864@7711|Chordata,495QD@7742|Vertebrata,49VUE@7898|Actinopterygii",7898|Actinopterygii,S,protein with kazal,RECK,-,-,ko:K17461,"ko05206,map05206",-,-,-,"ko00000,ko00001",-,-,-,Kazal_2,nan;nan;nan;nan;nan,K17461;K04661;K23417;K23419;K23615,181.97;295.77;90.37;87.27;193.93,176.0;21.9;21.5;16.9;16.6,6e-52;5.7e-05;0.00011;0.003;0.002,reversion-inducing-cysteine-rich protein with kazal motifs;follistatin;serine protease inhibitor Kazal-type 1;serine protease inhibitor Kazal-type 4;ovoinhibitor,Chain,1,254,.,evidence=ECO:0000256,254,Amblyomma-sculptum,yes,176.0
Amblyomma-sculptum_GEEX01008218.1.p1,126957.SMAR009815-PA,2.1200000000000003e-43,157.0,"28N56@1|root,2QUQB@2759|Eukaryota,39TTY@33154|Opisthokonta,3BGJ7@33208|Metazoa,3CYWZ@33213|Bilateria,4203W@6656|Arthropoda",6656|Arthropoda,S,positive regulation of brown fat cell differentiation,-,-,-,-,-,-,-,-,-,-,-,-,-,nan;nan,K24432;K23621,369.97;262.23,15.2;12.2,0.0039;0.032,"ADAMTS-like protein 5;WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein",Chain,1,285,.,evidence=ECO:0000256,285,Amblyomma-sculptum,yes,15.2
Amblyomma-sculptum_GEEX01013951.1.p1,7029.ACYPI005271-PA,4.62e-18,86.7,"KOG3555@1|root,KOG3555@2759|Eukaryota,39R6S@33154|Opisthokonta,3BFFB@33208|Metazoa,3D1D1@33213|Bilateria,41UD8@6656|Arthropoda,3SKIS@50557|Insecta,3E9EY@33342|Paraneoptera",33342|Paraneoptera,S,Thyroglobulin type-1 repeat,-,-,-,-,-,-,-,-,-,-,-,-,"Kazal_2,SPARC_Ca_bdg,Thyroglobulin_1",nan;nan;nan;nan;nan,K08136;K23417;K23419;K04661;K06254,148.17;90.37;87.27;295.77;581.23,53.5;43.5;43.4;39.3;36.1,1.5e-14;1.8e-11;2.2e-11;3.1e-10;6.7e-10,testican;serine protease inhibitor Kazal-type 1;serine protease inhibitor Kazal-type 4;follistatin;agrin,Chain,1,129,.,evidence=ECO:0000256,129,Amblyomma-sculptum,yes,53.5
Amblyomma-sculptum_GEEX01014734.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K12567;K12568;K23918;K26107;K25568,515.6;1836.63;407.9;325.37;267.63,17.7;17.5;17.0;16.2;14.9,5e-05;0.0003;0.00079;0.0023;0.0068,"titin [EC:2.7.11.1];myosin-binding protein C, cardiac-type;nexilin;fibroblast growth factor receptor-like 1;Kazal-type serine protease inhibitor domain-containing protein 1",Chain,1,111,.,evidence=ECO:0000256,111,Amblyomma-sculptum,yes,17.7
Ornithodoros-erraticus_GIXX02005013.1.p2,7425.NV10174-PA,3.94e-12,63.9,"2CW5P@1|root,2RTQ9@2759|Eukaryota,39IAD@33154|Opisthokonta,3C3BK@33208|Metazoa,3E4FZ@33213|Bilateria,42ADH@6656|Arthropoda,3SZV3@50557|Insecta,46MUX@7399|Hymenoptera",50557|Insecta,S,Trypsin Inhibitor like cysteine rich domain,-,-,-,-,-,-,-,-,-,-,-,-,TIL,nan;nan;nan;nan;nan,K24831;K03900;K24434;K18273;K23417,2165.2;1504.17;1336.8;898.33;90.37,19.3;15.5;14.4;10.5;9.8,7.5e-05;0.0012;0.0017;0.041;0.72,zonadhesin;von Willebrand factor;SCO-spondin;alpha-tectorin;serine protease inhibitor Kazal-type 1,Signal peptide,1,22,1.0,evidence=ECO:0000256,101,Ornithodoros-erraticus,yes,19.3
Ornithodoros-erraticus_GIXX02005694.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K23419;K23418,87.27;95.43,12.2;11.6,0.13;0.2,serine protease inhibitor Kazal-type 4;serine protease inhibitor Kazal-type 2,Signal peptide,1,28,0.9,evidence=ECO:0000256,255,Ornithodoros-erraticus,yes,12.2
Ornithodoros-erraticus_GIXX02003380.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,*;nan;nan;nan;nan,K23912;K23915;K04661;K06254;K23417,200.8;1085.1;295.77;581.23;90.37,303.7;105.0;67.8;53.7;52.6,2.4999999999999997e-90;3e-30;1.1e-18;5e-15;4.4e-14,follistatin-related protein 1;follistatin-related protein 5;follistatin;agrin;serine protease inhibitor Kazal-type 1,Chain,1,340,.,evidence=ECO:0000256,340,Ornithodoros-erraticus,yes,303.7
Ornithodoros-erraticus_GIXX02007778.1.p1,126957.SMAR000929-PA,4.02e-83,258.0,"28YWA@1|root,2R5QG@2759|Eukaryota,39MCF@33154|Opisthokonta,3BB13@33208|Metazoa,3E53A@33213|Bilateria,41ZGW@6656|Arthropoda",6656|Arthropoda,S,Kazal-type serine protease inhibitor domain,-,-,-,-,-,-,-,-,-,-,-,-,"I-set,IGFBP,Kazal_2",*;nan;nan;nan;nan,K25568;K23580;K24197;K08785;K08784,267.63;293.9;280.77;701.13;745.17,311.4;179.8;157.8;72.2;67.6,1.1e-92;1.1e-52;3.6e-46;3.6e-20;1.1e-18,Kazal-type serine protease inhibitor domain-containing protein 1;insulin-like growth factor-binding protein 7;insulin-like growth factor-binding protein-like 1;HtrA serine peptidase 3 [EC:3.4.21.-];HtrA serine peptidase 1 [EC:3.4.21.-],Chain,1,296,.,evidence=ECO:0000256,296,Ornithodoros-erraticus,yes,311.4
Ornithodoros-erraticus_GIXX02010106.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K19970;K11751;K01119;K13694;K23417,619.03;419.33;359.83;192.8;90.37,34.9;29.8;15.5;13.0;12.3,4.7e-09;2.2e-07;0.005;0.048;0.12,"5'-nucleotidase [EC:3.1.3.5];5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45];2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6];murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13];serine protease inhibitor Kazal-type 1",Chain,1,121,.,evidence=ECO:0000256,121,Ornithodoros-erraticus,yes,34.9
Ornithodoros-erraticus_GIXX02013211.1.p2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K23418,95.43,12.9,0.081,serine protease inhibitor Kazal-type 2,Chain,1,108,.,evidence=ECO:0000256,108,Ornithodoros-erraticus,yes,12.9
Ornithodoros-erraticus_GIXX02015124.1.p1,9978.XP_004596715.1,1.35e-56,216.0,"KOG2217@1|root,KOG2217@2759|Eukaryota,38FUE@33154|Opisthokonta,3BEM5@33208|Metazoa,3CV1W@33213|Bilateria,485Y6@7711|Chordata,48UT9@7742|Vertebrata,3J4IY@40674|Mammalia,35NDC@314146|Euarchontoglires",314146|Euarchontoglires,A,Squamous cell carcinoma antigen recognized by,SART1,"GO:0000375,GO:0000377,GO:0000387,GO:0000398,GO:0000481,GO:0002682,GO:0002684,GO:0002694,GO:0002696,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005684,GO:0005737,GO:0005794,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0012505,GO:0015030,GO:0016043,GO:0016070,GO:0016071,GO:0016072,GO:0016604,GO:0016607,GO:0022407,GO:0022409,GO:0022607,GO:0022613,GO:0022618,GO:0030155,GO:0030532,GO:0031974,GO:0031981,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0045292,GO:0045580,GO:0045582,GO:0045583,GO:0045585,GO:0045595,GO:0045597,GO:0045619,GO:0045621,GO:0045785,GO:0046483,GO:0046540,GO:0048518,GO:0048522,GO:0050789,GO:0050793,GO:0050794,GO:0050863,GO:0050865,GO:0050867,GO:0050870,GO:0051094,GO:0051239,GO:0051240,GO:0051249,GO:0051251,GO:0065003,GO:0065007,GO:0070013,GO:0071005,GO:0071011,GO:0071013,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097525,GO:0097526,GO:0120114,GO:1901360,GO:1902105,GO:1902107,GO:1902494,GO:1903037,GO:1903039,GO:1903706,GO:1903708,GO:1990904,GO:2000026",-,ko:K11984,"ko03040,map03040",M00354,-,-,"ko00000,ko00001,ko00002,ko03041,ko04121",-,-,-,SART-1,*;*;nan;nan;nan,K18259;K11984;K12849;K24520;K17461,90.43;66.33;197.23;528.0;181.97,270.4;263.7;21.1;13.8;13.1,3.4e-80;3.7e-78;0.00014;0.019;0.015,protein amnionless;U4/U6.U5 tri-snRNP-associated protein 1;pre-mRNA-splicing factor 38A;chordin-like protein 1;reversion-inducing-cysteine-rich protein with kazal motifs,Chain,1,811,.,evidence=ECO:0000256,811,Ornithodoros-erraticus,yes,270.4
Ornithodoros-erraticus_GIXX02016162.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K23418,95.43,11.4,0.22,serine protease inhibitor Kazal-type 2,Chain,1,116,.,evidence=ECO:0000256,116,Ornithodoros-erraticus,yes,11.4
